PeakID (cmd=annotatePeaks.pl /home/merk/data/ChIP_DAP/peaks/master_peaks_overlapped.bed /home/merk/data/genomes/ncbi-genomes-2022-03-15/TAIR10.fasta -gtf /home/merk/data/genomes/TAIR10_annotation.gtf)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
PLT3_MK_DAP_peak_1115	chr3	17383114	17383114	+	41.5882	NA	Intergenic	Intergenic	-2199	AT3G47210.1	AT3G47210	AT3G47210						NA
35S_BBM_GFP_ChIP_peak_9577	chr3	4592187	4592187	+	41.5566	NA	promoter-TSS (AT3G13910.1)	-promoter-TSS (AT3G13910.1)	-704	AT3G13910.1	AT3G13910	AT3G13910						NA
35S_BBM_GFP_ChIP_peak_9426	chr3	3905300	3905300	+	41.0646	NA	promoter-TSS (AT3G12240.1)	-promoter-TSS (AT3G12240.1)	-214	AT3G12250.1	AT3G12250	AT3G12250						NA
35S_BBM_GFP_ChIP_peak_18944	chr5	21735493	21735493	+	41.0521	NA	Intergenic	Intergenic	-3356	AT5G53510.1	AT5G53510	AT5G53510						NA
35S_BBM_GFP_ChIP_peak_2518	chr1	11972515	11972515	+	41.0385	NA	promoter-TSS (AT1G33050.1)	-promoter-TSS (AT1G33050.1)	63	AT1G33055.1	AT1G33055	AT1G33055						NA
35S_BBM_GFP_ChIP_peak_13657	chr4	9962188	9962188	+	41.001	NA	Intergenic	Intergenic	-1784	AT4G17915.1	AT4G17915	AT4G17915						NA
35S_BBM_GFP_ChIP_peak_11953	chr3	20747184	20747184	+	40.9869	NA	promoter-TSS (AT3G55930.1)	-promoter-TSS (AT3G55930.1)	-220	AT3G55930.1	AT3G55930	AT3G55930						NA
35S_BBM_GFP_ChIP_peak_9438	chr3	3974437	3974437	+	40.9411	NA	promoter-TSS (AT3G12530.1)	-promoter-TSS (AT3G12530.1)	-242	AT3G12530.2	AT3G12530	AT3G12530						NA
35S_BBM_GFP_ChIP_peak_9063	chr3	2088181	2088181	+	40.8448	NA	promoter-TSS (AT3G66654.2)	-promoter-TSS (AT3G66654.2)	64	AT3G66654.2	AT3G66654	AT3G66654						NA
35S_BBM_GFP_ChIP_peak_13623	chr4	9838584	9838584	+	40.4765	NA	Intergenic	Intergenic	-3857	AT4G17670.1	AT4G17670	AT4G17670						NA
35S_BBM_GFP_ChIP_peak_18853	chr5	21406823	21406823	+	40.447	NA	Intergenic	Intergenic	-4029	AT5G52830.1	AT5G52830	AT5G52830						NA
35S_BBM_GFP_ChIP_peak_12561	chr4	290387	290387	+	40.4343	NA	TTS (AT4G00700.1)	-TTS (AT4G00700.1)	339	AT4G00710.1	AT4G00710	AT4G00710						NA
PLT3_MK_DAP_peak_1835	chr5	14018748	14018748	+	40.2647	NA	exon (AT5G35860.1, exon 1 of 1)	-exon (AT5G35860.1, exon 1 of 1)	177	AT5G35860.1	AT5G35860	AT5G35860						NA
35S_BBM_GFP_ChIP_peak_17118	chr5	7670040	7670040	+	40.222	NA	promoter-TSS (AT5G22930.1)	-promoter-TSS (AT5G22930.1)	-725	AT5G22930.1	AT5G22930	AT5G22930						NA
35S_BBM_GFP_ChIP_peak_16096	chr5	2586400	2586400	+	40.0634	NA	TTS (AT5G08070.1)	-TTS (AT5G08070.1)	1498	AT5G08075.1	AT5G08075	AT5G08075						NA
35S_BBM_GFP_ChIP_peak_5832	chr2	4305814	4305814	+	39.9898	NA	promoter-TSS (AT2G10931.1)	-promoter-TSS (AT2G10931.1)	73	AT2G10931.1	AT2G10931	AT2G10931						NA
35S_BBM_GFP_ChIP_peak_10873	chr3	11804269	11804269	+	39.9293	NA	Intergenic	Intergenic	-6468	AT3G30180.1	AT3G30180	AT3G30180						NA
35S_BBM_GFP_ChIP_peak_19109	chr5	22525834	22525834	+	39.4067	NA	promoter-TSS (AT5G55600.1)	-promoter-TSS (AT5G55600.1)	27	AT5G55610.1	AT5G55610	AT5G55610						NA
35S_BBM_GFP_ChIP_peak_12713	chr4	1042319	1042319	+	39.3507	NA	promoter-TSS (AT4G02370.1)	-promoter-TSS (AT4G02370.1)	-19	AT4G02370.1	AT4G02370	AT4G02370						NA
35S_BBM_GFP_ChIP_peak_3287	chr1	19980903	19980903	+	39.1653	NA	promoter-TSS (AT1G53542.1)	-promoter-TSS (AT1G53542.1)	441	AT1G53540.1	AT1G53540	AT1G53540						NA
35S_BBM_GFP_ChIP_peak_17874	chr5	15942258	15942258	+	39.1302	NA	promoter-TSS (AT5G39830.1)	-promoter-TSS (AT5G39830.1)	-539	AT5G39830.2	AT5G39830	AT5G39830						NA
35S_BBM_GFP_ChIP_peak_8146	chr2	17806292	17806292	+	39.0684	NA	promoter-TSS (AT2G42790.1)	-promoter-TSS (AT2G42790.1)	-243	AT2G42790.1	AT2G42790	AT2G42790						NA
PLT3_MK_DAP_peak_64	chr1	4093753	4093753	+	38.932	NA	Intergenic	Intergenic	-1493	AT1G12100.1	AT1G12100	AT1G12100						NA
PLT1_DAP_peak_23	chr1	15166048	15166048	+	38.7697	NA	exon (AT1G40113.1, exon 1 of 1)	-exon (AT1G40113.1, exon 1 of 1)	5438	AT1G40113.1	AT1G40113	AT1G40113						NA
35S_BBM_GFP_ChIP_peak_4013	chr1	24245153	24245153	+	38.3717	NA	promoter-TSS (AT1G65280.1)	-promoter-TSS (AT1G65280.1)	-143	AT1G65280.1	AT1G65280	AT1G65280						NA
35S_BBM_GFP_ChIP_peak_14554	chr4	14619272	14619272	+	38.3469	NA	intron (AT4G29900.1, intron 1 of 34)	-intron (AT4G29900.1, intron 1 of 34)	301	AT4G29900.1	AT4G29900	AT4G29900						NA
35S_BBM_GFP_ChIP_peak_5778	chr2	2456644	2456644	+	38.2448	NA	promoter-TSS (AT2G06255.1)	-promoter-TSS (AT2G06255.1)	-929	AT2G06255.1	AT2G06255	AT2G06255						NA
PLT3_DAP_peak_8	chr1	2288569	2288569	+	38.2299	NA	promoter-TSS (AT1G07440.1)	-promoter-TSS (AT1G07440.1)	767	AT1G07450.1	AT1G07450	AT1G07450						NA
35S_BBM_GFP_ChIP_peak_15141	chr4	17271578	17271578	+	37.8308	NA	TTS (AT4G36630.1)	-TTS (AT4G36630.1)	-1835	AT4G36620.1	AT4G36620	AT4G36620						NA
35S_BBM_GFP_ChIP_peak_19338	chr5	23453188	23453188	+	37.7607	NA	promoter-TSS (AT5G57910.1)	-promoter-TSS (AT5G57910.1)	-411	AT5G57920.1	AT5G57920	AT5G57920						NA
35S_BBM_GFP_ChIP_peak_18025	chr5	16817736	16817736	+	37.6753	NA	promoter-TSS (AT5G42053.1)	-promoter-TSS (AT5G42053.1)	28	AT5G42053.1	AT5G42053	AT5G42053						NA
PLT1_ampDAP_peak_15	chr1	17264717	17264717	+	37.6251	NA	promoter-TSS (AT1G46696.1)	-promoter-TSS (AT1G46696.1)	-534	AT1G46696.1	AT1G46696	AT1G46696						NA
35S_BBM_GFP_ChIP_peak_14580	chr4	14754128	14754128	+	37.1355	NA	intron (AT4G30160.2, intron 2 of 23)	-intron (AT4G30160.1, intron 1 of 22)	779	AT4G30160.2	AT4G30160	AT4G30160						NA
35S_BBM_GFP_ChIP_peak_17597	chr5	12965247	12965247	+	37.0566	NA	promoter-TSS (AT5G34790.1)	-promoter-TSS (AT5G34790.1)	-833	AT5G34790.1	AT5G34790	AT5G34790						NA
PLT7_ampDAP_peak_402	chr1	22807320	22807320	+	37.0508	NA	TTS (AT1G61760.1)	-TTS (AT1G61760.1)	794	AT1G61760.1	AT1G61760	AT1G61760						NA
35S_BBM_GFP_ChIP_peak_9009	chr3	1830876	1830876	+	36.82	NA	promoter-TSS (AT3G06060.1)	-promoter-TSS (AT3G06060.1)	-676	AT3G06060.1	AT3G06060	AT3G06060						NA
35S_BBM_GFP_ChIP_peak_1626	chr1	7478857	7478857	+	36.6934	NA	exon (AT1G21350.1, exon 1 of 9)	-exon (AT1G21350.1, exon 1 of 9)	176	AT1G21350.2	AT1G21350	AT1G21350						NA
35S_BBM_GFP_ChIP_peak_20151	chr5	26814680	26814680	+	36.684	NA	intron (AT5G67200.1, intron 1 of 1)	-intron (AT5G67200.1, intron 1 of 1)	1886	AT5G67200.1	AT5G67200	AT5G67200						NA
35S_BBM_GFP_ChIP_peak_16408	chr5	4086114	4086114	+	36.6828	NA	promoter-TSS (AT5G12930.1)	-promoter-TSS (AT5G12930.1)	-817	AT5G12930.1	AT5G12930	AT5G12930						NA
35S_BBM_GFP_ChIP_peak_11628	chr3	19206250	19206250	+	36.3971	NA	TTS (AT3G51780.1)	-TTS (AT3G51780.1)	-1786	AT3G51770.1	AT3G51770	AT3G51770						NA
PLT1_ampDAP_peak_34	chr2	1483974	1483974	+	36.3768	NA	Intergenic	Intergenic	-1885	AT2G04280.1	AT2G04280	AT2G04280						NA
PLT7_ampDAP_peak_770	chr2	12313685	12313685	+	36.357	NA	Intergenic	Intergenic	-5057	AT2G28690.1	AT2G28690	AT2G28690						NA
35S_BBM_GFP_ChIP_peak_5841	chr2	4483850	4483850	+	36.3158	NA	promoter-TSS (AT2G11240.1)	-promoter-TSS (AT2G11240.1)	-102	AT2G11240.1	AT2G11240	AT2G11240						NA
35S_BBM_GFP_ChIP_peak_2951	chr1	17825380	17825380	+	36.181	NA	promoter-TSS (AT1G48267.1)	-promoter-TSS (AT1G48267.1)	-350	AT1G48267.1	AT1G48267	AT1G48267						NA
35S_BBM_GFP_ChIP_peak_14031	chr4	11982085	11982085	+	36.0147	NA	intron (AT4G22800.1, intron 1 of 2)	-intron (AT4G22800.1, intron 1 of 2)	986	AT4G22800.1	AT4G22800	AT4G22800						NA
35S_BBM_GFP_ChIP_peak_18001	chr5	16656994	16656994	+	35.8187	NA	exon (AT5G41660.1, exon 1 of 2)	-exon (AT5G41660.1, exon 1 of 2)	286	AT5G41660.1	AT5G41660	AT5G41660						NA
35S_BBM_GFP_ChIP_peak_5350	chr1	30210534	30210534	+	35.6852	NA	intron (AT1G80360.1, intron 2 of 8)	-intron (AT1G80360.1, intron 2 of 8)	269	AT1G80360.1	AT1G80360	AT1G80360						NA
35S_BBM_GFP_ChIP_peak_2657	chr1	13153413	13153413	+	35.6852	NA	promoter-TSS (AT1G35617.1)	-promoter-TSS (AT1G35617.1)	-170	AT1G35617.1	AT1G35617	AT1G35617						NA
35S_BBM_GFP_ChIP_peak_15140	chr4	17270306	17270306	+	35.5557	NA	promoter-TSS (AT4G36620.1)	-promoter-TSS (AT4G36620.1)	-563	AT4G36620.1	AT4G36620	AT4G36620						NA
35S_BBM_GFP_ChIP_peak_15779	chr5	1005435	1005435	+	35.2815	NA	intron (AT5G03790.1, intron 1 of 2)	-intron (AT5G03790.1, intron 1 of 2)	452	AT5G03790.1	AT5G03790	AT5G03790						NA
35S_BBM_GFP_ChIP_peak_14572	chr4	14702893	14702893	+	35.2452	NA	TTS (AT4G30080.1)	-TTS (AT4G30080.1)	-2294	AT4G30074.1	AT4G30074	AT4G30074						NA
35S_BBM_GFP_ChIP_peak_12293	chr3	22463356	22463356	+	34.8812	NA	exon (AT3G60780.1, exon 2 of 2)	-exon (AT3G60780.1, exon 2 of 2)	699	AT3G60780.1	AT3G60780	AT3G60780						NA
35S_BBM_GFP_ChIP_peak_6682	chr2	10610978	10610978	+	34.8374	NA	exon (AT2G24940.1, exon 1 of 1)	-exon (AT2G24940.1, exon 1 of 1)	1565	AT2G24945.1	AT2G24945	AT2G24945						NA
PLT3_DAP_peak_262	chr3	13557589	13557589	+	34.7857	NA	TTS (AT3G33009.1)	-TTS (AT3G33009.1)	4178	AT3G33009.1	AT3G33009	AT3G33009						NA
35S_BBM_GFP_ChIP_peak_16951	chr5	6726862	6726862	+	34.7849	NA	promoter-TSS (AT5G19890.1)	-promoter-TSS (AT5G19890.1)	-939	AT5G19890.1	AT5G19890	AT5G19890						NA
35S_BBM_GFP_ChIP_peak_12331	chr3	22701027	22701027	+	34.7629	NA	promoter-TSS (AT3G61330.1)	-promoter-TSS (AT3G61330.1)	-976	AT3G61330.1	AT3G61330	AT3G61330						NA
35S_BBM_GFP_ChIP_peak_18535	chr5	19515915	19515915	+	34.6682	NA	promoter-TSS (AT5G48130.1)	-promoter-TSS (AT5G48130.1)	-187	AT5G48130.1	AT5G48130	AT5G48130						NA
35S_BBM_GFP_ChIP_peak_517	chr1	2260102	2260102	+	34.6532	NA	promoter-TSS (AT1G07350.1)	-promoter-TSS (AT1G07350.1)	-1	AT1G07350.1	AT1G07350	AT1G07350						NA
35S_BBM_GFP_ChIP_peak_7637	chr2	15503084	15503084	+	34.6532	NA	exon (AT2G36910.1, exon 4 of 10)	-exon (AT2G36910.1, exon 4 of 10)	1070	AT2G36910.1	AT2G36910	AT2G36910						NA
35S_BBM_GFP_ChIP_peak_516	chr1	2256682	2256682	+	34.5901	NA	TTS (AT1G07350.1)	-TTS (AT1G07350.1)	1860	AT1G07340.1	AT1G07340	AT1G07340						NA
35S_BBM_GFP_ChIP_peak_10057	chr3	7024047	7024047	+	34.5412	NA	TTS (AT3G20110.1)	-TTS (AT3G20110.1)	678	AT3G20120.1	AT3G20120	AT3G20120						NA
35S_BBM_GFP_ChIP_peak_14308	chr4	13454641	13454641	+	34.5039	NA	promoter-TSS (AT4G26675.1)	-promoter-TSS (AT4G26675.1)	84	AT4G26675.1	AT4G26675	AT4G26675						NA
35S_BBM_GFP_ChIP_peak_2639	chr1	13042815	13042815	+	34.3974	NA	promoter-TSS (AT1G35461.1)	-promoter-TSS (AT1G35461.1)	-674	AT1G35461.1	AT1G35461	AT1G35461						NA
35S_BBM_GFP_ChIP_peak_13093	chr4	6405115	6405115	+	34.2375	NA	promoter-TSS (AT4G10320.1)	-promoter-TSS (AT4G10320.1)	-519	AT4G10320.1	AT4G10320	AT4G10320						NA
35S_BBM_GFP_ChIP_peak_16744	chr5	5745264	5745264	+	33.992	NA	intron (AT5G17430.1, intron 1 of 8)	-intron (AT5G17430.1, intron 1 of 8)	304	AT5G17430.1	AT5G17430	AT5G17430						NA
35S_BBM_GFP_ChIP_peak_2606	chr1	12590180	12590180	+	33.8747	NA	promoter-TSS (AT1G34430.1)	-promoter-TSS (AT1G34430.1)	12	AT1G34430.1	AT1G34430	AT1G34430						NA
35S_BBM_GFP_ChIP_peak_2698	chr1	13675737	13675737	+	33.8747	NA	Intergenic	Intergenic	3923	AT1G36320.1	AT1G36320	AT1G36320						NA
35S_BBM_GFP_ChIP_peak_14871	chr4	16210502	16210502	+	33.861	NA	intron (AT4G33800.1, intron 2 of 3)	-intron (AT4G33800.1, intron 2 of 3)	907	AT4G33800.1	AT4G33800	AT4G33800						NA
35S_BBM_GFP_ChIP_peak_9696	chr3	5121347	5121347	+	33.8081	NA	promoter-TSS (AT3G15210.1)	-promoter-TSS (AT3G15210.1)	-75	AT3G15210.1	AT3G15210	AT3G15210						NA
PLT3_MK_DAP_peak_915	chr3	9322345	9322345	+	33.8053	NA	Intergenic	Intergenic	-2774	AT3G25620.2	AT3G25620	AT3G25620						NA
PLT3_DAP_peak_451	chr5	12499094	12499094	+	33.7793	NA	promoter-TSS (AT5G33251.1)	-promoter-TSS (AT5G33251.1)	22	AT5G33251.1	AT5G33251	AT5G33251						NA
PLT7_DAP_peak_420	chr3	23115274	23115274	+	33.7104	NA	promoter-TSS (AT3G62490.1)	-promoter-TSS (AT3G62490.1)	-275	AT3G62490.1	AT3G62490	AT3G62490						NA
PLT3_MK_DAP_peak_1400	chr4	8803337	8803337	+	33.7035	NA	promoter-TSS (AT4G15393.1)	-promoter-TSS (AT4G15393.1)	-783	AT4G15393.3	AT4G15393	AT4G15393						NA
35S_BBM_GFP_ChIP_peak_279	chr1	1173767	1173767	+	33.6557	NA	Intergenic	Intergenic	-1410	AT1G04370.1	AT1G04370	AT1G04370						NA
35S_BBM_GFP_ChIP_peak_10026	chr3	6777369	6777369	+	33.5642	NA	Intergenic	Intergenic	-1521	AT3G19530.1	AT3G19530	AT3G19530						NA
35S_BBM_GFP_ChIP_peak_9297	chr3	3216440	3216440	+	33.4939	NA	promoter-TSS (AT3G10360.1)	-promoter-TSS (AT3G10360.1)	72	AT3G10370.1	AT3G10370	AT3G10370						NA
PLT3_DAP_peak_132	chr2	2753417	2753417	+	33.4459	NA	Intergenic	Intergenic	-1249	AT2G06845.1	AT2G06845	AT2G06845						NA
35S_BBM_GFP_ChIP_peak_5825	chr2	4078018	4078018	+	33.3412	NA	Intergenic	Intergenic	-4833	AT2G10535.1	AT2G10535	AT2G10535						NA
35S_BBM_GFP_ChIP_peak_16873	chr5	6362108	6362108	+	33.2508	NA	exon (AT5G19040.1, exon 1 of 1)	-exon (AT5G19040.1, exon 1 of 1)	1305	AT5G19040.1	AT5G19040	AT5G19040						NA
PLT3_DAP_peak_477	chr5	19087355	19087355	+	33.0851	NA	exon (AT5G47020.1, exon 16 of 23)	-exon (AT5G47020.1, exon 16 of 23)	-2943	AT5G47030.1	AT5G47030	AT5G47030						NA
35S_BBM_GFP_ChIP_peak_3900	chr1	23681301	23681301	+	32.9268	NA	Intergenic	Intergenic	3066	AT1G63820.1	AT1G63820	AT1G63820						NA
35S_BBM_GFP_ChIP_peak_12159	chr3	21766006	21766006	+	32.8624	NA	promoter-TSS (AT3G58860.1)	-promoter-TSS (AT3G58860.1)	127	AT3G58865.1	AT3G58865	AT3G58865						NA
35S_BBM_GFP_ChIP_peak_501	chr1	2211601	2211601	+	32.5443	NA	promoter-TSS (AT1G07200.1)	-promoter-TSS (AT1G07200.1)	-757	AT1G07200.1	AT1G07200	AT1G07200						NA
35S_BBM_GFP_ChIP_peak_17847	chr5	15794527	15794527	+	32.3805	NA	exon (AT5G39471.1, exon 1 of 1)	-exon (AT5G39471.1, exon 1 of 1)	1069	AT5G39471.1	AT5G39471	AT5G39471						NA
35S_BBM_GFP_ChIP_peak_1468	chr1	6712377	6712377	+	32.2823	NA	TTS (AT1G19396.1)	-TTS (AT1G19396.1)	1416	AT1G19397.1	AT1G19397	AT1G19397						NA
35S_BBM_GFP_ChIP_peak_10770	chr3	10952944	10952944	+	32.2823	NA	Intergenic	Intergenic	-1258	AT3G28923.1	AT3G28923	AT3G28923						NA
35S_BBM_GFP_ChIP_peak_8878	chr3	1238127	1238127	+	32.2823	NA	TTS (AT3G04590.1)	-TTS (AT3G04590.1)	348	AT3G04580.1	AT3G04580	AT3G04580						NA
35S_BBM_GFP_ChIP_peak_1040	chr1	4794718	4794718	+	32.272	NA	promoter-TSS (AT1G13990.1)	-promoter-TSS (AT1G13990.1)	-38	AT1G13990.2	AT1G13990	AT1G13990						NA
35S_BBM_GFP_ChIP_peak_13860	chr4	11098308	11098308	+	31.9338	NA	promoter-TSS (AT4G20690.1)	-promoter-TSS (AT4G20690.1)	38	AT4G20700.1	AT4G20700	AT4G20700						NA
35S_BBM_GFP_ChIP_peak_17039	chr5	7237684	7237684	+	31.7578	NA	promoter-TSS (AT5G21900.1)	-promoter-TSS (AT5G21900.1)	-513	AT5G21900.1	AT5G21900	AT5G21900						NA
35S_BBM_GFP_ChIP_peak_2500	chr1	11868617	11868617	+	31.7215	NA	Intergenic	Intergenic	-1667	AT1G32770.1	AT1G32770	AT1G32770						NA
35S_BBM_GFP_ChIP_peak_14015	chr4	11901068	11901068	+	31.7141	NA	promoter-TSS (AT4G22600.1)	-promoter-TSS (AT4G22600.1)	-36	AT4G22600.1	AT4G22600	AT4G22600						NA
35S_BBM_GFP_ChIP_peak_15712	chr5	763456	763456	+	31.5417	NA	promoter-TSS (AT5G03210.1)	-promoter-TSS (AT5G03210.1)	-135	AT5G03210.1	AT5G03210	AT5G03210						NA
PLT1_DAP_peak_256	chr5	14059340	14059340	+	31.5151	NA	exon (AT5G35923.1, exon 1 of 1)	-exon (AT5G35923.1, exon 1 of 1)	191	AT5G35923.1	AT5G35923	AT5G35923						NA
35S_BBM_GFP_ChIP_peak_18945	chr5	21736668	21736668	+	31.4625	NA	Intergenic	Intergenic	-2181	AT5G53510.1	AT5G53510	AT5G53510						NA
PLT3_DAP_peak_116	chr2	1218435	1218435	+	31.401	NA	TTS (AT2G03933.1)	-TTS (AT2G03933.1)	867	AT2G03933.1	AT2G03933	AT2G03933						NA
PLT1_DAP_peak_60	chr2	41451	41451	+	31.3269	NA	Intergenic	Intergenic	-1093	AT2G01031.1	AT2G01031	AT2G01031						NA
PLT1_DAP_peak_160	chr3	14566019	14566019	+	31.3269	NA	exon (AT3G42434.1, exon 1 of 1)	-exon (AT3G42434.1, exon 1 of 1)	1438	AT3G42434.1	AT3G42434	AT3G42434						NA
35S_BBM_GFP_ChIP_peak_15148	chr4	17297508	17297508	+	31.296	NA	TTS (AT4G36700.1)	-TTS (AT4G36700.1)	214	AT4G36690.2	AT4G36690	AT4G36690						NA
35S_BBM_GFP_ChIP_peak_10944	chr3	14254693	14254693	+	31.2518	NA	promoter-TSS (AT3G42060.1)	-promoter-TSS (AT3G42060.1)	-424	AT3G42060.1	AT3G42060	AT3G42060						NA
35S_BBM_GFP_ChIP_peak_2773	chr1	16492931	16492931	+	31.2361	NA	Intergenic	Intergenic	-1592	AT1G43715.1	AT1G43715	AT1G43715						NA
PLT7_DAP_peak_46	chr1	12315023	12315023	+	31.2148	NA	exon (AT1G33910.1, exon 1 of 5)	-exon (AT1G33910.1, exon 1 of 5)	119	AT1G33910.1	AT1G33910	AT1G33910						NA
35S_BBM_GFP_ChIP_peak_12784	chr4	1385523	1385523	+	31.1588	NA	promoter-TSS (AT4G03115.1)	-promoter-TSS (AT4G03115.1)	-38	AT4G03115.1	AT4G03115	AT4G03115						NA
35S_BBM_GFP_ChIP_peak_15251	chr4	17582406	17582406	+	31.1555	NA	TTS (AT4G37390.1)	-TTS (AT4G37390.1)	-1645	AT4G37400.1	AT4G37400	AT4G37400						NA
35S_BBM_GFP_ChIP_peak_16813	chr5	6060526	6060526	+	31.1268	NA	Intergenic	Intergenic	-1173	AT5G18310.1	AT5G18310	AT5G18310						NA
35S_BBM_GFP_ChIP_peak_1584	chr1	7265184	7265184	+	31.1233	NA	promoter-TSS (AT1G20880.2)	-promoter-TSS (AT1G20880.2)	-25	AT1G20880.2	AT1G20880	AT1G20880						NA
35S_BBM_GFP_ChIP_peak_15604	chr5	383214	383214	+	31.1089	NA	promoter-TSS (AT5G02010.1)	-promoter-TSS (AT5G02010.1)	61	AT5G02010.1	AT5G02010	AT5G02010						NA
35S_BBM_GFP_ChIP_peak_16683	chr5	5408597	5408597	+	31.0589	NA	intron (AT5G16560.1, intron 3 of 5)	-intron (AT5G16560.1, intron 3 of 5)	2827	AT5G16560.1	AT5G16560	AT5G16560						NA
PLT3_MK_DAP_peak_203	chr1	13087919	13087919	+	31.0331	NA	Intergenic	Intergenic	-1950	AT1G35530.2	AT1G35530	AT1G35530						NA
35S_BBM_GFP_ChIP_peak_13408	chr4	8485624	8485624	+	31.0086	NA	promoter-TSS (AT4G14770.1)	-promoter-TSS (AT4G14770.1)	-799	AT4G14770.1	AT4G14770	AT4G14770						NA
35S_BBM_GFP_ChIP_peak_14476	chr4	14235870	14235870	+	30.9155	NA	Intergenic	Intergenic	3424	AT4G28830.2	AT4G28830	AT4G28830						NA
35S_BBM_GFP_ChIP_peak_1299	chr1	5962536	5962536	+	30.914	NA	promoter-TSS (AT1G17400.1)	-promoter-TSS (AT1G17400.1)	-55	AT1G17400.1	AT1G17400	AT1G17400						NA
35S_BBM_GFP_ChIP_peak_15340	chr4	17836955	17836955	+	30.894	NA	intron (AT4G37940.1, intron 1 of 7)	-intron (AT4G37940.1, intron 1 of 7)	1666	AT4G37940.1	AT4G37940	AT4G37940						NA
PLT1_DAP_peak_11	chr1	11519073	11519073	+	30.6797	NA	exon (AT1G32040.1, exon 3 of 6)	-exon (AT1G32040.1, exon 3 of 6)	655	AT1G32040.1	AT1G32040	AT1G32040						NA
35S_BBM_GFP_ChIP_peak_10797	chr3	11071326	11071326	+	30.6745	NA	TTS (AT3G29080.1)	-TTS (AT3G29080.1)	1974	AT3G29080.1	AT3G29080	AT3G29080						NA
35S_BBM_GFP_ChIP_peak_17755	chr5	14998425	14998425	+	30.5581	NA	TTS (AT5G37760.1)	-TTS (AT5G37760.1)	1194	AT5G37770.1	AT5G37770	AT5G37770						NA
PLT1_DAP_peak_251	chr5	13082242	13082242	+	30.554	NA	Intergenic	Intergenic	-2795	AT5G34871.1	AT5G34871	AT5G34871						NA
PLT1_DAP_peak_260	chr5	16259438	16259438	+	30.4805	NA	exon (AT5G40605.1, exon 1 of 1)	-exon (AT5G40605.1, exon 1 of 1)	209	AT5G40605.1	AT5G40605	AT5G40605						NA
PLT7_DAP_peak_66	chr1	15715504	15715504	+	30.4172	NA	exon (AT1G42070.1, exon 1 of 1)	-exon (AT1G42070.1, exon 1 of 1)	378	AT1G42070.1	AT1G42070	AT1G42070						NA
PLT7_DAP_peak_45	chr1	12313306	12313306	+	30.2725	NA	exon (AT1G33900.1, exon 1 of 5)	-exon (AT1G33900.1, exon 1 of 5)	212	AT1G33900.1	AT1G33900	AT1G33900						NA
35S_BBM_GFP_ChIP_peak_19121	chr5	22576303	22576303	+	30.1947	NA	promoter-TSS (AT5G55780.1)	-promoter-TSS (AT5G55780.1)	-308	AT5G55780.1	AT5G55780	AT5G55780						NA
PLT3_MK_DAP_peak_326	chr1	19248540	19248540	+	30.0637	NA	TTS (AT1G51840.1)	-TTS (AT1G51840.1)	2169	AT1G51840.1	AT1G51840	AT1G51840						NA
PLT7_DAP_peak_396	chr3	16321838	16321838	+	29.9816	NA	exon (AT3G44780.1, exon 4 of 4)	-exon (AT3G44780.1, exon 4 of 4)	766	AT3G44780.1	AT3G44780	AT3G44780						NA
35S_BBM_GFP_ChIP_peak_14471	chr4	14207761	14207761	+	29.9588	NA	intron (AT4G28760.1, intron 1 of 5)	-intron (AT4G28760.1, intron 1 of 5)	296	AT4G28760.1	AT4G28760	AT4G28760						NA
35S_BBM_GFP_ChIP_peak_16472	chr5	4366357	4366357	+	29.6886	NA	promoter-TSS (AT5G13560.1)	-promoter-TSS (AT5G13560.1)	91	AT5G13560.1	AT5G13560	AT5G13560						NA
35S_BBM_GFP_ChIP_peak_19627	chr5	24793727	24793727	+	29.6012	NA	promoter-TSS (AT5G61690.1)	-promoter-TSS (AT5G61690.1)	-137	AT5G61700.1	AT5G61700	AT5G61700						NA
35S_BBM_GFP_ChIP_peak_11696	chr3	19440008	19440008	+	29.3724	NA	TTS (AT3G52450.1)	-TTS (AT3G52450.1)	2375	AT3G52450.1	AT3G52450	AT3G52450						NA
35S_BBM_GFP_ChIP_peak_16236	chr5	3231956	3231956	+	29.2845	NA	promoter-TSS (AT5G10280.1)	-promoter-TSS (AT5G10280.1)	-613	AT5G10280.1	AT5G10280	AT5G10280						NA
PLT3_MK_DAP_peak_195	chr1	12673730	12673730	+	29.1888	NA	promoter-TSS (AT1G34600.1)	-promoter-TSS (AT1G34600.1)	-636	AT1G34600.1	AT1G34600	AT1G34600						NA
35S_BBM_GFP_ChIP_peak_3454	chr1	20913715	20913715	+	29.1719	NA	TTS (AT1G55920.1)	-TTS (AT1G55920.1)	1599	AT1G55920.1	AT1G55920	AT1G55920						NA
35S_BBM_GFP_ChIP_peak_12740	chr4	1188043	1188043	+	29.1545	NA	promoter-TSS (AT4G02700.1)	-promoter-TSS (AT4G02700.1)	-940	AT4G02700.1	AT4G02700	AT4G02700						NA
35S_BBM_GFP_ChIP_peak_16979	chr5	6885006	6885006	+	29.0307	NA	promoter-TSS (AT5G20360.1)	-promoter-TSS (AT5G20360.1)	-376	AT5G20360.1	AT5G20360	AT5G20360						NA
